title,company,location,date_posted,description,url,source
CRM & Billing Technical Lead - Microsoft Dynamics,SWATX,Muscat,2025-04-24T11:43:15,"Job SummaryWe are seeking a CRM & Billing Technical Lead with expertise in Microsoft Dynamics 365 to drive the design, development, and implementation of enterprise CRM and billing solutions. This role requires strong leadership, hands-on technical skills, and the ability to guide teams in delivering scalable, high-performance solutions.Key Responsibilities ⁠ ⁠Lead the design, architecture, and implementation of Microsoft Dynamics 365 CRM and Billing solutions. ⁠ ⁠Oversee end-to-end integrations with ERP, payment gateways, customer portals, and other enterprise systems. ⁠ ⁠Provide technical leadership to development teams, ensuring best practices in coding, architecture, and performance optimization. ⁠ ⁠Manage customizations, configurations, workflows, and plugins within Dynamics 365. ⁠ ⁠Collaborate with business stakeholders to gather requirements, design solutions, and define roadmaps. ⁠ ⁠Ensure high availability, scalability, and security of CRM & Billing systems. ⁠ ⁠Troubleshoot performance issues and oversee system upgrades and patches. ⁠ ⁠Work with DevOps teams for CI/CD pipeline automation and deployment management. ⁠ ⁠Ensure compliance with regulatory, security, and data protection standards. RequirementsQualifications & Skills ⁠ ⁠Bachelor's or Master's in Computer Science, Information Technology, or related field. ⁠ ⁠8+ years of experience in Microsoft Dynamics 365 CRM & Billing solutions. ⁠ ⁠Strong hands-on experience with C#, .NET, JavaScript, SQL Server, and Azure. ⁠ ⁠Knowledge of billing models, invoicing processes, and subscription management. ⁠ ⁠Experience with RESTful APIs, SOAP, and integration patterns. ⁠ ⁠Familiarity with Agile methodologies (Scrum, SAFe) and DevOps practices. ⁠ ⁠Strong problem-solving and leadership skills. SWATX",https://www.careerjet.com.om/jobad/om090c6a41f5f045aa79bea4d8c2010230,careerjet
Assurance - Senior Associate External Audit - Non FS - Oman,PwC,Muscat,2025-06-04T11:43:16,"Line of Service AssuranceIndustry/SectorSpecialism AssuranceManagement Level Senior AssociateJob Description & SummaryFocused on relationships, you are building meaningful client connections, and learning how to manage and inspire others. Navigating increasingly complex situations, you are growing your personal brand, deepening technical expertise and awareness of your strengths. You are expected to anticipate the needs of your teams and clients, and to deliver quality. Embracing increased ambiguity, you are comfortable when the path forward isn’t clear, you ask questions, and you use these moments as opportunities to grow.Examples of the skills, knowledge, and experiences you need to lead and deliver value at this level include but are not limited to: Respond effectively to the diverse perspectives, needs, and feelings of others. Use a broad range of tools, methodologies and techniques to generate new ideas and solve problems. Use critical thinking to break down complex concepts. Understand the broader objectives of your project or role and how your work fits into the overall strategy. Develop a deeper understanding of the business context and how it is changing. Use reflection to develop self awareness, enhance strengths and address development areas. Interpret data to inform insights and recommendations. Uphold and reinforce professional and technical standards (e.g. refer to specific PwC tax and audit guidance), the Firm's code of conduct, and independence requirements. Education (if blank, degree and/or field of study not specified) Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Required SkillsOptional Skills Accepting Feedback, Accepting Feedback, Active Listening, Analytical Thinking, Auditing, Auditing Standards, Audit Internal Controls, Audit Preparation, Audit Reporting, Audit Risk Assessments, Audit Support, Business Process Improvement, Communication, Compliance and Standards, Compliance Assurance, Compliance Auditing, Compliance Risk Assessment, Compliance Training, Creativity, Data Analysis and Interpretation, Developing Policies and Guidelines, Embracing Change, Emotional Regulation, Empathy, Ethics Training {+ 26 more}Desired Languages (If blank, desired languages not specified)Travel Requirements Not SpecifiedAvailable for Work Visa Sponsorship? YesGovernment Clearance Required? YesJob Posting End Date PwC",https://www.careerjet.com.om/jobad/om443e681d25c2c386233fa825a74efd88,careerjet
Bartender (Female),W Hotels,Muscat,2025-06-04T11:43:16,"Prepare drink orders for guests according to specified recipes using measuring systems. Issue, open, and serve wine/champagne bottles. Set up and maintain cleanliness and condition of bar, bar unit, tables, and other tools. Prepare fresh garnishes for drinks. Stock ice, glassware, and paper supplies. Transport supplies to bar set-up area. Wash soiled glassware. Remove soiled wares from bar top and tables and place in designated area. Anticipate and communicate replenishment needs. Process all payment methods. Count bank at end of shift, complete designated cashier reports, resolve any discrepancies, drop off receipts, and secure bank. Secure liquors, beers, wines, coolers, cabinets, and storage areas. Complete closing duties.Follow all company and safety and security policies and procedures; report accidents, injuries, and unsafe work conditions to manager; and complete safety training and certifications. Ensure uniform and personal appearance are clean and professional, maintain confidentiality of proprietary information, and protect company assets. Welcome and acknowledge all guests according to company standards, anticipate and address guests' service needs, and thank guests with genuine appreciation. Speak with others using clear and professional language. Develop and maintain positive working relationships with others, support team to reach common goals, and listen and respond appropriately to the concerns of other employees. Ensure adherence to quality expectations and standards. Read and visually verify information in a variety of formats (e.g., small print). Stand, sit, or walk for an extended period of time or for an entire work shift. Move, lift, carry, push, pull, and place objects weighing less than or equal to 50 pounds without assistance. Grasp, turn, and manipulate objects of varying size and weight, requiring fine motor skills and hand-eye coordination. Move through narrow, confined, or elevated spaces. Move over sloping, uneven, or slippery surfaces as well as up and down stairs and/or service ramps. Reach overhead and below the knees, including bending, twisting, pulling, and stooping. Perform other reasonable job duties as requested by Supervisors.PREFERRED QUALIFICATIONEducation: High school diploma or G.E.D. equivalent.Related Work Experience: At least 1 year of related work experience.Supervisory Experience: No supervisory experience.License or Certification: NoneAt Marriott International, we are dedicated to being an equal opportunity employer, welcoming all and providing access to opportunity. We actively foster an environment where the unique backgrounds of our associates are valued and celebrated. Our greatest strength lies in the rich blend of culture, talent, and experiences of our associates. We are committed to non-discrimination on any protected basis, including disability, veteran status, or other basis protected by applicable law.W Hotels' mission is to Ignite Curiosity, Expand Worlds. We are a place to experience life. We're here to open doors and open minds. We are constantly inspired by new faces and new experiences. A tuned-in, up-for-anything spirit is at our core and has made us renowned for reinventing the norms of luxury around the globe. Whatever/Whenever is our culture and service philosophy that brings our guests' passions to life. If you are original, innovative, and always looking towards the future of what's possible, welcome to W Hotels. In joining W Hotels, you join a portfolio of brands with Marriott International. Be where you can do your best work,​ begin your purpose, belong to an amazing global​ team, and become the best version of you. W Hotels",https://www.careerjet.com.om/jobad/omed9b11a72e333bcaab20eb745cc96a59,careerjet
Cyber Recovery Solutions Senior Consultant,SWATX,Muscat,2025-04-24T11:43:16,"As a Senior Cyber Recovery Consultant, you will provide end-to-end custom consulting, design and implementation support for customers, specifically related to Dell Technologies products. This may include pre-sales kick-offs, consulting, initial design workshops, implementation, customization, integration and outline orientation for the customer. You will work closely with internal and customer resources to ensure a smooth transition from the initial consultation through to integration/production mode. You will be considered a subject matter expert around Cyber Recovery solutions and knowledgeable of industry best practices in the design and implementation of complex Cyber Recovery and Data Protection solutions.Requirements· Lead Cyber Recovery solution and proposal development once project goals and objectives have been defined.· Operate as a subject matter expert on Cyber Recovery solutions within the Consulting practice, including managing large customer engagements, delivering technical Cyber Recovery workshops to customers, and interpreting/managing complex Statements of Work (SOW’s).· Have full oversight of Cyber Recovery solutions at all stages of the lifecycle – from initial requirement gathering/validation, through to solution design and delivery.· Plan implementations and advance strategies for new initiatives.Essential Requirements· Excellent technical knowledge of Cyber Recovery and Data Protection solutions.· Experience with Data Protection/Backup Recovery Tools & Architecture (Networker, NetBackup, Veeam, TSM, Commvault, etc.) as well as Data Domain and Avamar Technologies.· Advanced writing skills and demonstrated ability to document processes for the customer.· Advanced communication skills in working with the customer including awareness of stakeholders and ability to influence outcomes.· Advanced knowledge, understanding and application of project management principles and methodologies.· 10-15+ years’ experience with the aboveDesirable Requirements· Strong Understanding of the wider IT landscape including Network, Storage, Compute , Replication, Backup/Recovery Architectures.· Good understanding of TOGAF framework. SWATX",https://www.careerjet.com.om/jobad/om4982214416015cce29a06dc61198a121,careerjet
Care centre agent - Omani citizen only,Allianz,Muscat,2025-06-03T11:43:17,"Over viewThe main duty of a CareCentre - Agent is to respond to telephone inquiries about the company's products or services by following standard scripts and procedures. The incumbent is also responsible to ensure that all calls are answered within predetermined time scales and are dealt with the highest standards of customer service. The CCA will also document details of telephone conversation and actions taken, in order to make further follow-ups and corrective action as required. The CCA will correspond with CareCentre – Team Leader and CareCentre - Manager accordingly and comply to provide a customer-oriented service at all times.Main responsbilities/ what to do Builds a customer-oriented focus in the CareCentre by providing quality actions and resolutions to their concerns and queries. Follows communication/update expectations with clients, in accordance with the Nextcare policies, scheme or agreed time frames set. Answers inbound calls as well as assist customers who have specific inquiries. Builds customer’s interest in the services and products offered by the company. Provides personalized customer service of the highest level. Updates the existing database with changes and the status of each existing/prospective customer/member. Documents details of telephone conversation and actions taken. Corresponds with CareCentre - Supervisor and CareCentre - Manager and keep an open channel of communication. Maintains records and close-loop each call by completing the clerical duties which includes faxing, filling up paperwork, doing checks on credit references, as well as liaising with other departments. Analyzes the various parts of a problem properly and develop logical solutions within the permitted scope of work.Behavioural requirments Strong negotiation, communication, attention to detail, time management skills. Sound knowledge of telephone etiquette. Ability to work independently and maintain focus under pressure. Ability to meet tight deadlines. Ability to work well as part of a team- to exhibit objectivity and be open-minded towards the ideas and views of others, give as well as welcome feedback, contribute to building team spirit, aid others to succeed. Ability to comprehend, capture as well as interpret basic customer information, besides upholding the values of the organization. Ability to follow instructions diligently. Ability to manage difficult customer situations, to respond promptly to the needs of the customer, solicit feedback to improve service, respond to request for service/assistance. Ability to adapt to change, meet the changing demands of the work environment, any delays or other unexpected demands. Ability to treat people with respect under all circumstances, instill trust in others besides upholding the values of the organization Dependability in taking responsibility for actions taken. Flexible to accommodate changes/addition to duties, make efficient use of resources, and availability as per company requirements. Proven time management skills. Excellent customer service and support skills. Flexible and ability to work shift Customer & Market Excellence: Strive for excellence at every touch point with the customer Foster state-of-art technical/operational knowledge and strive for continuous simplification Be the benchmark Collaborative Leadership: Empower the team and provide purpose and direction Develop people, provide feedback and care to employee wellbeing Collaborate and exchange best practice. Entrepreneurship: Act on opportunities, anticipate trends, take risk, and promote a culture that allows for honest failure Take ownership and responsibility Embrace innovation and a culture that allows to make decisions without fear of retribution. Trust: Act with integrity, honor commitments, tell the truth Foster diversity and inclusiveness Act transparently and promote corporate social responsibility.Key requirments/ what to bring Bachelors Degree ; Medical background preferred. Ideally 2+ years experience in a Call Centre/ Customer Service environment, TPA, Hospitals or Medical Centers exposure is a plus. Legally permitted to work in the country of operations. Fluency in MS Office (Excel, Word, Outlook, PowerPoint) and general internet navigation and research skills.Allianz Group is one of the most trusted insurance and asset management companies in the world. Caring for our employees, their ambitions, dreams and challenges, is what makes us a unique employer. Together we can build an environment where everyone feels empowered and has the confidence to explore, to grow and to shape a better future for our customers and the world around us. We at Allianz believe in a diverse and inclusive workforce and are proud to be an equal opportunity employer. We encourage you to bring your whole self to work, no matter where you are from, what you look like, who you love or what you believe in. We therefore welcome applications regardless of ethnicity or cultural background, age, gender, nationality, religion, disability or sexual orientation. Join us. Let's care for tomorrow. Allianz",https://www.careerjet.com.om/jobad/ome83edb8a81bf41b85ccf0e5978f059b9,careerjet
Waiter/Waitress,N/A,Muscat,2025-06-18T11:43:17,"The Waiter/Waitress position in Muscat, Oman, within the utilities sector, is a vital role that ensures exceptional service and dining experiences for guests. This position requires a blend of customer service skills, attention to detail, and the ability to work in a fast-paced environment. The ideal candidate will be responsible for taking orders, serving food and beverages, and maintaining a clean and welcoming dining area. This role is perfect for individuals who enjoy interacting with people and thrive in a team-oriented atmosphere.Responsibilities: * Greet and seat customers in a friendly and professional manner. Take food and beverage orders accurately and efficiently. Serve food and drinks to customers, ensuring timely delivery. Maintain cleanliness and organization of the dining area and service stations. Handle customer inquiries and complaints with professionalism and courtesy. Collaborate with kitchen staff to ensure smooth service operations. Process payments and handle cash transactions accurately. Assist in setting up and breaking down dining areas for events. Adhere to health and safety regulations while serving food and beverages. Participate in training sessions to enhance service skills and knowledge. Preferred Candidate: * Excellent communication and interpersonal skills. Ability to work under pressure in a fast-paced environment. Strong attention to detail and organizational skills. Previous experience in a similar role is preferred. Flexibility to work various shifts, including weekends and holidays. Positive attitude and a passion for customer service. Team player with a strong work ethic. Proficient in using point-of-sale (POS) systems. Ability to multitask and prioritize tasks effectively. Willingness to learn and adapt to new procedures. Bayt",https://www.careerjet.com.om/jobad/om4b66b9dd4c449616407edb51194fb9d8,careerjet
Chef De Cuisine,Minor International,"Salalah, Dhofar",2025-06-05T11:43:17,"Description:To administrate his/ her assigned kitchen of the Alila Hinu Bay. The scope of responsibility includes the training, development and utilization of skills, focused towards achieving a consistent five star products and guest satisfaction, ensuring maximum that the culinary associates are motivated, disciplined and productive. There is a key focus on enforcing operational health and safety criteria and food hygiene regulationsMain Duties· To coordinate and control the food production.· To maintain and established standards quality of food.· To conducts pre-meal briefing.· To check restaurants reservation.· To see and check that the foods purchased in are quality or not.· To check customer request, special, or VIP arrangement can be accommodate.· To check display of all day dining.· To inform the outlets manager for not available item.· To check and control the kitchen equipment and utensils· To consistently monitor the food production.· To consistently monitor all area cleanliness.· To train & drive all kitchen associates to Hyatt Food standard.· To monitor and control the associates job assignments.· To check the associates grooming and appearance.· Do scheduling, temperature record, initiates reports, requisition and maintaining orders.· Assists in the cooking of difficult dishes during rush periods.· To check the method of preparation sizes of portion and food garnish.· Do foods requisition and market list related to the operation.· Do recipes and costing for new dishes.· To be deeply involve on the kitchen life.RESPONSIBILITIES:Food and Beverage Product· To frequently verify that only the highest quality products are used in food preparation.· To taste the food from his/ her kitchen with the Ex sous chef, and be demanding and critical when it comes to food quality and presentation.· Ensure that all food products received into the outlet kitchen are of the required standard and quality and that they are stored and rotated correctly.· Be aware of new items, which are introduced onto the market and keep up with the lasted product trends.· To ensure that all areas follow Hyatt standards.Operational· To ensure that the culinary department adhere to all company and hotel policies and procedures and Hyatt standards.· Creative menu planning and correct food preparation in each outlet or banqueting.· Ensure that a consistent first class product of the highest quality is achieved and maintained in all culinary areas, whilst adhering to operational deadlines.· Ensure that all food preparation equipment is being used safety and correctly and that it is cleaned and maintained.· To initiate relevant maintenance reports and work orders supported by the respective follow up of those items actioned.· Ensure that all relevant banquet set-ups are prepared ahead of guest’s arrival and in adherence with Hyatt standards.· To ensure that all culinary operations manuals are prepared and updated.Associate Handling· To recruit and select a suitable culinary team.· To ensure to plan and implements and records effective training programmes for the respective associates in conjunction with the training manager and departmental trainers.· To ensure that each associates maximizes productivity and morale within their respective departments and consistently maintain discipline following hotel guidelines and local legislation.· To delegate responsibilities to subordinates as required.· Ensure that weekly work schedules and annual leave planners are administered and filed correctly.· Ensure that the assigned kitchen is motivated and that positive feed back on work performance is given.· To manage associates fairly and take a personal interest in knowing all culinary associates.· To project a positive and motivated attitude amongst all associates.· The supervision the stewards and their activities within the assigned kitchen.· Ensure that chefs are always in clean tidy uniforms and are always presentable to be in guest view.Financial· To be aware of all financial budgets and goals.· Ensure that all recipes and product yields are accurately costed and reviewed regularly.· Ensure that all food items are prepared as per standard recipe cards whilst maintaining portion control and minimizing waste.· Ensure that food stock levels within the assigned kitchen are sufficient quantity and quality in relevance to the hotel occupancy and function forecasts.· To work in close conjunction with the Ex sous chef in the preparation of the forecasts.· To ensure that the assigned kitchen’s overall operational budgets are strictly adhered too.Marketing· To work in close conjunction with the Ex sous chef and respective team, to create a yearly marketing Plan for the assigned outlet.· To continuously seek ways to assist restaurant managers to maximize revenues and profit.· To fully understand the market needs and desires for the assigned outlet and ensure that the product lines (menus) are developed to reflect those.Administration· Ensure that an effective filing system is in place within the assigned outlet and that appropriate records are prepared correctly, submitted on time and collated and filed according to hotel P&P’s.· To control expenses wisely.· To ensure that deadlines on all projects are met.· To ensure that meetings are well planned and results-orientated.· To conduct thorough inspections of the assigned outlet operation.· To be computer literate.Guest Service· To ensure that guests are always receiving an exceptional dining experience representing true value for money.· To spend time in the assigned outlet to ensure that the operation is managed well by the kitchen outlet team.· To be demanding and constructively critical in food preparation, presentation and service standards.· To coordinate and control the food production.· To maintain and established standards quality of food.· To conducts pre-meal briefing.· To check restaurants reservation.· To see and check that the foods purchased in are quality or not.· To check customer request, special, or VIP arrangement can be accommodate.· To check display of all day dining.· To inform the outlets manager for not available item.· To check and control the kitchen equipment and utensils· To consistently monitor the food production.· To consistently monitor all area cleanliness.· To train & drive all kitchen associates to Hyatt Food standard.· To monitor and control the associates job assignments.· To check the associates grooming and appearance.· Do scheduling, temperature record, initiates reports, requisition and maintaining orders.· Assists in the cooking of difficult dishes during rush periods· To check the method of preparation sizes of portion and food garnish.· Do foods requisition and market list related to the operation.· Do recipes and costing for new dishes.· To be deeply involve on the kitchen life.Qualifications:· Proven experience as a Chef De Cuisine or in a similar senior culinary role, preferably in a Luxury hotel or resort environment.· Strong leadership and team management skills.· Extensive knowledge of culinary techniques, food safety standards, and kitchen management.· Creativity and innovation in developing menus and dishes.· Ability to work under pressure and maintain high standards of quality.· Strong communication skills & fluency in English and Arabic (Desirable) Hyatt",https://www.careerjet.com.om/jobad/omacb752ac99134c8d5d49e6adb033909b,careerjet
Dutch Speaking Recruiter - No Experience Needed - Work Remote Worldwide,Patrique Mercier Recruitment,Oman,2025-06-13T11:43:18,"Job Description:Patrique Mercier Recruitment is excited to offer a unique opportunity for a Dutch Speaking Recruiter-perfect for individuals with no prior experience! This fully remote position allows you to work from anywhere in the world while gaining invaluable skills in the recruitment process. As a Dutch Speaking Recruiter, you'll play a crucial role in matching exceptional candidates with fantastic job opportunities. If you're fluent in Dutch, eager to learn, and passionate about helping others, we encourage you to apply!Key Responsibilities Collaborate with hiring managers to clearly understand their recruitment needs. Source candidates through job boards, social media, and other networking platforms. Conduct initial resume screenings and phone interviews to assess candidate fit. Schedule interviews and facilitate communication between candidates and hiring teams. Maintain organized records of candidates and recruitment activities in our system. Ensure a positive candidate experience throughout the recruiting process. Requirements: Fluency in both Dutch and English is essential. No prior recruitment experience is required; comprehensive training will be provided. Excellent communication and interpersonal skills with a genuine desire to assist candidates. Familiarity with online recruitment tools and social media platforms is advantageous. Self-motivated and capable of working independently in a remote environment. A passion for starting a career in recruitment and a commitment to connecting talent with opportunities. Benefits: Private Health Insurance Training & Development Performance Bonus 2 Extra Salaries Per Year Fully Paid Training Great Salary Fully Paid Relocation Package ( flight, transfer and hotel ) And more.... Patrique Mercier Recruitment",https://www.careerjet.com.om/jobad/omd223974c0737244f8d8c0fa45585d451,careerjet
Assistant Purchasing Manager,IHG Hotels & Resorts,Oman,2025-06-06T11:43:18,"Job Category: Hotel-FinanceJob Description:The Assistant Purchasing Manager supports the procurement team in sourcing, purchasing, and managing supplies, equipment, and services. This role involves working closely with vendors, monitoring inventory levels, negotiating pricing, and ensuring timely delivery while maintaining quality and budget compliance.YOUR DAY-TO-DAY: Assist in sourcing and evaluating suppliers based on price, quality, service, and reliability. Process purchase requisitions and create purchase orders in accordance with company policies. Ensure timely delivery of goods and services to meet operational needs. Maintain strong relationships with existing vendors and assist in onboarding new suppliers. Help evaluate vendor performance and address any issues related to delivery or quality. Track supplier contracts, agreements, and compliance documentation. Work with the Purchasing Manager to negotiate favourable pricing and terms. Monitor purchasing budgets and identify cost-saving opportunities. Collaborate with warehouse and inventory teams to track stock levels and avoid overstock or shortages. Help forecast procurement needs based on consumption trends and project demands. Maintain accurate records of purchases, pricing, and inventory. Prepare regular reports on purchasing activities, supplier performance, and cost trends. Support audits and ensure compliance with company procurement policies. Coordinate with other departments such as finance, operations, and logistics. Support the Purchasing Manager in supervising junior purchasing staff or clerks, if applicable. WHAT WE NEED FROM YOU: Bachelor's degree holder in Business Administration, or a related field. 2-5 years of experience in purchasing or procurement roles, preferably in the same industry. Strong negotiation and communication skills. Proficient in procurement software and Microsoft Office Suite. Analytical and detail-oriented with solid organizational skills. Ability to multitask and work under pressure. WHAT YOU CAN EXPECT FROM US:We give our people everything they need to succeed. From a competitive salary that rewards all your hard work to a wide range of benefits designed to help you live your best work-life - including a full uniform, impressive room discounts, and some of the best training in the business.Our mission is to welcome everyone and create inclusive teams where we celebrate differences and encourage colleagues to bring their whole selves to work. IHG Hotels & Resorts provides equal employment opportunities to applicants and employees without regard to race, colour, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability. We promote a culture of trust, support, and acceptance. Always welcoming different backgrounds, experiences, and perspectives.IHG gives every member of the team the room they need to belong, grow and make a difference in a collaborative environment. We know that to work well, we need to feel well - both inside and outside of work - and through our well-being framework, we are committed to supporting well-being in your health, lifestyle, and workplace.So, join us and you'll become part of our ever-growing global family.About Us: At IHG, we've made a promise. As one of the world's leading hotel groups, we're here to deliver True Hospitality for Good. Making our guests and colleagues feel welcome, cared for, recognised and respected - wherever they are in the world. Want to be part of the journey?About the Team:Join Crowne Plaza one of the largest and best loved premium hotel brands in the world. With more than 400 hotels in diverse locations globally Crowne Plaza is the perfect base to connect on business, pleasure or a blend of both. We've thoughtfully designed our spaces to encourage, support and celebrate great connections. We're also big on meetings and events, a trusted partner thanks to our expertise in connecting both domestic and global groups. Our branded service style 'Dare to Connect' supports colleagues in delivering an unscripted approach to service that encourages warm, engaging interactions with guests.In our hotels you'll find a team who are people-first, professional and inclusive and feel part of our global community. If you are inventive and love to connect and collaborate you'll feel at home and excel at Crowne Plaza IHG Hotels & Resorts",https://www.careerjet.com.om/jobad/om0cd3164c5a0ed4f4a5f77178c2c2c3be,careerjet
Commercial Director,IHG Hotels & Resorts,Oman,2025-06-06T11:43:19,"Job Category: Hotel-SalesJob Description:The Commercial Director is responsible for driving revenue growth and profitability. This role involves creating and executing a comprehensive commercial strategy to meet and exceed budget targets across all revenue streams including Rooms, Conference & Events, F&B and Leisure. The Commercial Director will work closely with the General Manager, Finance, and various regional and brand teams to ensure optimal performance and market positioning. The Commercial Director will lead the Revenue Management team, Marketing & PR team and Sales team.A little taste of your day-to-day:Every day is different, but you'll mostly be: Revenue Management: Develop and implement strategies to achieve budgeted revenues, control costs, and optimize pricing and sales opportunities across all revenue streams. Financial Performance: Collaborate with the GM and Finance team to maximize profits in line with GOP targets, prepare departmental budgets, and drive financial performance through effective planning and forecasting. Market Strategy: Stay abreast of market trends and adjust strategies accordingly. Ensure effective pricing and rate strategies to enhance market share and competitiveness. Stakeholder Relations: Build and maintain strong relationships with stakeholders, owners, hotel teams, GSOs, and other key contacts to drive commercial benefits and performance. Marketing and Sales: Support and coordinate with regional and hotel-level marketing teams to enhance visibility and performance. Participate in creating and executing sales plans, marketing campaigns, and special events. Team Leadership: Manage daily sales activities, ensure adequate staffing, provide coaching and feedback, and create a positive working environment to drive team performance and revenue goals. Travel: Represent the hotel at trade shows and market events, and travel as needed to promote the hotel and develop new business opportunities. Accountability: This role is a senior leadership position overseeing Revenue management, Sales and Marketing activities in a luxury hotel with a mixed hotel and residential component in a high-volume market. What We need from you: Experience: Proven track record in a senior commercial or sales role within the luxury hotel sector, with experience managing a team and multiple revenue streams. Skills: Strong financial acumen, strategic thinking, and proficiency in revenue management and sales. Excellent leadership, communication, and interpersonal skills. Education: Degree in Business, Hospitality Management, or a related field preferred What you can expect from us:We give our people everything they need to succeed. From a competitive salary that rewards all your hard work to a wide range of benefits designed to help you live your best work life - including a full uniform, impressive room discounts and some of the best training in the business.Our mission is to welcome everyone and create inclusive teams where we celebrate difference and encourage colleagues to bring their whole selves to work. IHG Hotels & Resorts provides equal employment opportunities to applicants and employees without regard to race, colour, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability. We promote a culture of trust, support, and acceptance. Always welcoming different backgrounds, experiences, and perspectives.IHG gives every member of the team the room they need to belong, grow and make a difference in a collaborative environment. We know that to work well, we need to feel well - both inside and outside of work - and through my Wellbeing framework, we are committed to supporting wellbeing in your health, lifestyle, and workplace.So, join us and you'll become part of our ever-growing global family. IHG Hotels & Resorts",https://www.careerjet.com.om/jobad/om256724c92c85aa22ce41818e12fbe623,careerjet
OPWP.Manager.00,Oman Power and Water Procurement,Oman,2025-06-06T11:43:20,"Job Title OPWP.Manager.00 Location Al Mabailah,OM Organization Name OPWP - Planning & Project Development Department Description Brief Description Detailed DescriptionContributes to the Long Term Project Development Strategy through the following:Leads the discssion and follows up with Planning & Economics (along with any inputs required from Nama Water Services Company (NWS), Nama Electricity Distribution Company (NEDC), Nama Dhofar Services Company (NDS), etc) to receive the project handover document as quickly as possible within the project development lifecycleParticipates and contributes in various meetings with stakeholders (such as NWS, NDS, NEDC) to help in defining the project development strategyLeads the development of power, water, renewables and other technologies that may be considered for development of projectsConsiders long term project development and provision of resources eg site locations, fuel, transmission systems for projects.Supports the development and implementation of PWP standards across the project.Considers the Sector and Regulatory requirements for future plans.Leads the Project development strategy to deal with green field (new) plants, expansions of existing facilities, ancillary services, expiring contracts and extensionsLeads the project development strategy for projects being developed by PWP's internal resources.Considers the long term business strategies of the Company (such as spot market etc.) as well as the developments in the supply chain in developing the project strategy.Manages project advisors and contractors budget including :Secures necessary approvals and approved budgets for project advisors and contractorsDevelops and / or manages the strategy of procurement of contracts and services including the development of RFP (and the evaluation criteria), floatation of the RFP, reviews of bids and recommended advisors etc.Participates and / or leads on any mumarasa procurement processArranges for contracts to be signed with the selected project advisorsManages the financial systems for the project including tracking expenses against budget.Verifying and clearing invoices raised by the contractors and consultants to ensure minimal administrative issuesSubmits monthly updates on the financial parametersAnalyses the additional claims from project advisors and contractors and seeks the approval of the relevant authority for the approved additional claims.Progressing the project strategy:Achieves project placement goalsManaging the project advisors consortia as required and managing their scope of work and performance.Undertakes periodic asessment of the advisorsMaintains an active project plan and highlighting key milestones and critical paths and updating project plans to reflect progress and ensure timely completion.Following up on the advisors' deliverables to ensure timely submission of reports and quality of work.Manages the provision of inputs from various internal stakeholders to the project advisorsleads the discussion between project advisors and the Procurement and Tender Committees, or any other designated authority within PWPleads the discussion between project advisors and external stakeholdersParticipates and contributes to the various project related reviewsPeriodically updates the Planning and Project Development General Manager on the - progress of the project and highlights the issues affecting the realisation of project progress, as per the frequency commensurate with the urgency and seriousness of the issueLead, develop and manage the project as per the project strategy and the approved project plan for the projects being developed by internal resourcesLeads the presentations on the project within internal meetings (Technical Committee, Minor Tender Committee, Major Tender Committee, etc.) as well as external stakeholders (such as Authority for Public Services Regulation, Ministery of Energy and Minerals, NWS, OETC etc.)Undertakes the specific tasks identified for internalisation within the CompanyTendering processleads the discussion between Minor Tender Committee, Major Tender Committee or any other designated authority to ensure timely preparation of the tender documentation with accurate scope of workleads the interfaces with external stakeholders to follow-up on any necessary approvals required for progressing the tendering processIdentifies the need for intervention of senior management to resolve the outstanding issues that are hindering the tendering processScrutinize, review and evaluate the proposals, finalize the agreements in coordination with internal departments to ensure award of contract to the right parties.Executing ContractsRepresent PWP with respect to the technical and commercial interfaces, support the advisors and developers to ensure all issues are resolved and the project agreements are completed on timeLeads the discussion with senior management and liaise when required with government, authorities, ministries for all types approvals in order to complete the project within the rules and regulation of governmentConduct internal reviews with the advisors, guide and support to ensure commitment towards the projectHandover the project to the Project Implementation and Contract departmentUnderstanding And ApplicationApply risk allocation principles within the PPA/PWPA/WPA and related contract structure.Appreciate associated commercial and technical challenges of the project.Financial structuring and requirements of Lenders and their influence on the development of the project are accounted.To use appropriate development structures to ensure the long term safe commercial operation of the Power Plant.Appreciate the inter-relations of the project with respect to the current and future power and water market in Oman and possible interfaces within the GCC.Appreciate Sector and Government structure to manage the interfaces required for project development and project execution.Appreciate development activities of a 'Project Consortia' to bring the project through from feasibility to an RfP and tender process up to closure of the PPA/PWPA and related contracts including finance, administrative and procurement systems.ReportsProvide monthly reports on progress of projects highlighting challenges and any deviations from scope and agreement in order to take timely actions to mitigate risks and deviations.Job RequirementsBachelor degree preferably Master in Business Administration specializing in project managemenMinimum of 9 years of relevant ExperienceAdditional Details How To ApplyInterested Omani candidates are requested to apply through no later than Jun 24, 2025.The company may respond to or call only those candidates who fulfil the job requirements. Amount of Travel Work At Home Oman Power and Water Procurement",https://www.careerjet.com.om/jobad/om045631f7a65d98e76a150b100bb13621,careerjet
