title,company,location,date_posted,link,description
Patient Care Lead (Oman),Axios International,Oman,5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/patient-care-lead-oman-1749114713468,"Position: Patient Care LeadLocation : Muscat, OMANPosition PurposeThePatient Care Lead (PCL)will Lead and manage the Patient Care Team in implementing and managing drug access program(s) in the region, as well as providing operational guidance for access program(s) in the region upon request. The jobholder is required to help represent Axios in daily meetings with patients, doctors and carry out administrative duties which will be both field and office basedDuties and ResponsibilitiesEffectively managing the Patient Care Team in managing a drug access program(s) by liaising with hospitals, and pharmacies, and patientsLiaise with Axios Regional and HQ Teams as neededEnsure eligibility criteria for the different programs are being respectedEnsure all processes are conducted in accordance with Axios SOPPsEnsure that eligible patients are enrolled in the program(s) in a timely manner and in accordance with the project workflow and timelinesCollaborate with the Axios team to pre-empt challenges and ensure continuous improvement of Axios operationsEnsure that current patients receive their drugs quickly and efficientlyPrepare timely monitoring reports (monthly) with patient numbers and logistics as well as quality assurance reports (quarterly) for internal This includes monitoring and tracking patient files in collaboration with Axios staff in “real time” as patients proceed through the programMaintain and update electronic program files, including patient and quality assurance dataPV reporting and reconciliationAttending and completing Pharmacovigilance, Pharma and Product Training provided by the Client with a clear understanding of how to collect and report safety dataReporting any adverse events/product complaints as per client’s requirements and/or Axios SOPPsConduct administrative duties for the officeRelationshipsWork closely with program team membersMaintain ongoing and frequent communication with project team leaders including Axios regional and global staffCompetenciesInitiativeTechnical skillsPresentation skillsConcern for order and qualityAdaptability and flexibilityEducational Background and ExperienceA degree in Scientific or Healthcare related degree1 to 2 years working experience in a healthcare or scientific field or NGO is idealGood command of both spoken and written EnglishExperience in data monitoring and management is an advantageExperience coordinating and handling logistics/supply chain is a plusExperience in customer service management is a plusIn lieu of working experience, a demonstrated passion for philanthropy through volunteer involvement is also an advantageJob Id: ln063qNeyW/S7qCs5pxMEokvsFDxsocAztdGNNumLABsqUqwDlTQa+gugYMC/VxFaWpDZa06+6MMW4SqsShdECfp3kNXbJZLMxYUOHLo+jZ8+WN9FqszxFw/r7wYeE4K+bEZJfeOOqJC2fTeeTBikhZyrj4="
Pastry Commis,Azadea,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/pastry-commis-924491,"Pastry Commis(Job Number: PAS000004)DescriptionTake part in the opening and closing duties of the pastry in compliance with the norms and internal procedures and contribute in stocking and receiving goods when neededFollow security / fire / safety procedures according to the set rules and regulations and report any incidents to hierarchyPrepare quality pastry items as per the outlined recipes, the HACCP standards, the portion control practices, and the items’ presentation guidelines then dispatch prepared orders to the different outletsEnsure sanitation of work station at all times during the shift in by cleaning the fridge, shelves and counter, sharpening knives and cleaning utensils upon end of shiftCheck at the start of his shift that products needed for his service station are on hand according to set par level and perform the order of the products from the internal storeCheck the shelf life of products, tag the production/expiry date on each product, monitor and communicate on wasted product figuresMaintain good product/food items knowledge to be able to answer any inquiries and to provide observations when neededQualificationsHigh School Degree, Technical Diploma is a plus1-2 years of experience in F&B operations in a similar roleFluency in EnglishAttention to details: level 2Communication Skills: level 2Driving and Achieving results: level 1Initiative: level 1Commercial Understanding: level 1Customer Focus: level 1Teamwork: level 2Organization: Paul CaféPrimary Location: Oman-Muscat Grand MallSchedule: Full-timeUnposting Date: OngoingJob Id: YZsfIVOGALS6IZZFGEHDgfbHVILo6YH7tKPd98Ya//9/03WWtzwPz3LiZLMAtZue/SSsNFZyZSHu/37UfC9fJoiEOhzFoec27FmbBMzCZlNwhCE5vI6cimmCpp8f6KnGUPkQBL8="
Pastry Chef,Mandarin Oriental Hotel Group,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/pastry-chef-1746192568083,"Pastry ChefMandarin Oriental Muscat is looking for aPastry Chefto join ourKitchenteam.Are you a master of craft? Do you thrive in a team that succeeds together, demonstrating integrity and respect while acting responsibly? Do you embrace a growth mindset? We invite you to become a fan of the exceptional.Mandarin Oriental is the award-winning owner and operator of some of the most luxurious hotels, resorts and residences located in prime destinations around the world, with a strong development pipeline. Increasingly recognized for creating some of the world’s most sought-after properties, the Group provides legendary service inspired by Asian heritage whilst representing the very cutting-edge of luxury experiences.Mandarin Oriental MuscatSituated in a prime beachfront location, Mandarin Oriental, Muscat is a chic urban resort that offers 150 stylishly appointed guestrooms and suites, five restaurants and bars, a lush Spa at Mandarin Oriental, and an outdoor swimming pool. The hotel features a one-of-a-kind ballroom boasting spectacular views of the Arabian Sea as well as a variety of banquet and meeting spaces to accommodate social and business events.For those seeking a luxury living experience in one of Muscat’s most desirable districts, an exclusive collection of 155 Residences at Mandarin Oriental combine the Group’s legendary service, world-class amenities and sweeping sea or mountain views.About the jobThe Pastry Chef will assume full responsibility of all related operational, administrative, and financial aspects of the Main Pastry & Bakery Production Kitchens (including Banquet, In-Room Dining, Mandarin Cake Shop & Lounges) related to Mandarin Oriental, Muscat. The Pastry Chef reports to the Executive Chef.As Pastry Chef,you will be responsible for the following duties:Ensure strong coordination between Outlets and Main Production Pastry/Bakery kitchens for smooth operations and efficiency.Collaborate with Restaurant Managers and Executive Chef on menu planning, pricing, promotions, and seasonal updates to meet market demand and boost revenue.Maintain high standards in recipe accuracy, presentation, and authentic preparation per Executive Chef guidelines.Monitor ingredient quality and recipe consistency; support POS accuracy and menu setup.Review guest feedback and audit reports to drive food quality improvements in coordination with Restaurant Managers.Lead, train, and schedule the team effectively, ensuring alignment with labour budgets and business volume.Support training efforts with Learning & Development, including hands-on and classroom sessions.Plan manpower, equipment, and supply needs based on forecasts; maintain cleaning schedules and food safety compliance.Conduct regular kitchen checks and ensure equipment maintenance, hygiene, and buffet display standards.Uphold grooming standards and guest service excellence, personally handling special requests and dietary needs.Foster teamwork, open communication, and a culture of WOW guest moments in collaboration with Restaurant Managers.Manage team performance, disciplinary actions, and maintain accurate leave and public holiday records.Keep recipe costings updated and aligned with selling prices; support inventory and market list management.Analyze P&L, food costs, and menu performance; apply improvements as needed.Follow accounting procedures; assist Banquets and outside catering when required.Stay current with global pastry trends and lead festive or promotional event planning.Perform other duties as assigned by the Executive Chef.Our commitment to youLearning & Development. Your success is our success. We craft unique learning and development programmes for various stages in your career so that you grow, continuously.MOstay. When you work as hard as our colleagues do, it’s important to take time off. As a member of the #MOfamily, you can stay with us wherever you go in the world. The MOstay programme offers complimentary nights and additionally attractive rates on rooms for you and your loved ones.Heath & Colleague Wellness. Finding the right work-life balance is important. Your wellbeing matters to us. A variety of health benefits and wellness programmes are offered to all our colleagues, globally.Retirement Plans. When you show commitment to us, we reciprocate. We offer different retirement plans depending on the length of your service and your role.We’re Fans. Are you?Job Id: R4epiVaxYJNoxeVj+Rufcpb88dK1R2lbnmdi/22KyyVRrataBlmJvS+O3p03kdQSFRufTqbAzbnRPwOs6bHyKBjmoDR6TAeZyvJ31oS4En7idccMwmga8r6JsRFdpsFiuCLeXJ2T1HDF8kemWRFbwOsLpg7Qe40W+qS5ZVmJ0zSBRkDyY1qY0BhZGxugMYvR8UaYV6KezE869Q=="
Partner Sales Manager - IHV Alliances,Canonical,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/partner-sales-manager-ihv-alliances-1749717508487,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1100+ colleagues in 75+ countries and very few office based roles. Teams meet two to four times yearly in person, in interesting locations around the world, to align on strategy and execution.The company is founder led, profitable and growing.We are hiring a Partner Sales Manager to be a key contributing team member within the growing IHV alliances organization. Large OEM or Independent Hardware Vendor (IHV) brands - Dell, HPE, IBM, Lenovo, Ericsson, Cisco, Fujitsu and many more - are major partners for Canonical. These companies build software-defined solutions to capitalize on global open source mandates and associated macro trends. Canonical's flagship product, Ubuntu, and its broader open source portfolio are key ingredients for these partners to realize their aspirations. Canonical represents the best platform for rapid open source innovation.Reporting to the Head of IHV Alliances, the Partner Sales Manager will work closely with IHV and Canonical teams in various geographies to enable IHV teams, generate and transact opportunities, drive a Canonical agenda within an IHV, and achieve targeted results. They are responsible to build trusted relationships with our partners, increase Canonical market share and attach rate, evangelize the partnership and drive business interactions from across persona - from engineer to CxO. They will often run customer workshops focused on particular initiatives at that customer, attend sales events, give public presentations and participate in executive engagements.Location: This is a remote role.The role entailsBuild strategic relationships and enable partner teams on the partnershipBuild pipeline and transact opportunities through an IHVGrow partner awareness of open source capabilities on Canonical UbuntuDemonstrate a deep understanding of the Linux and cloud software ecosystemDeliver on targets, objectives and provide a voice of the partnerTravel regularly - sometimes internationally - to drive partnerships in personAlign and support internal canonical field teams - identify, support, grow, transactExpand existing footprint with IHV customers with an aim to upsell to broader portfolioSupport and contribute to broader strategy, initiatives and key campaignsWhat we are looking for in youExperience in alliance or indirect sales management rolesAutonomous, disciplined, hands-on, get-it-done mentalityAbility to capture customer requirements, evaluate gaps, identify and create opportunitiesPassionate about Ubuntu products and missionComfortable in fast-paced and high pressure environments with measurable goalsExperience with Linux, virtualization, containers, and other cloud technologiesExcellent communication and presentation skillsTeam player with superior accountability and customer support skillsCredibility and working knowledge of IHVs - their products, go-to-market motion, and fieldExperience managing cross-functional teams and track record of operational excellenceWillingness to travel up to 4 times a year for internal eventsHands on experience with Salesforce and Google Suite a plusWhat we offer colleaguesWe consider geographical location, experience, and performance in shaping compensation worldwide. We revisit compensation annually (and more often for graduates and associates) to ensure we recognize outstanding performance. In addition to base pay, we offer a performance-driven annual bonus or commission. We provide all team members with additional benefits which reflect our values and ideals. We balance our programs to meet local needs and ensure fairness globally.Distributed work environment with twice-yearly team sprints in personPersonal learning and development budget of USD 2,000 per yearAnnual compensation reviewRecognition rewardsAnnual holiday leaveMaternity and paternity leaveTeam Member Assistance Program & Wellness PlatformOpportunity to travel to new locations to meet colleaguesPriority Pass and travel upgrades for long-haul company eventsAbout CanonicalCanonical is a pioneering tech firm at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open-source projects and the platform for AI, IoT, and the cloud, we are changing the world of software. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence; in order to succeed, we need to be the best at what we do. Most colleagues at Canonical have worked from home since our inception in 2004. Working here is a step into the future and will challenge you to think differently, work smarter, learn new skills, and raise your game.Canonical is an equal opportunity employerWe are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.Job Id: wgIEBo8LJKmau9TQSZAJNqCTp7Eih7y3tLr+ueBpnd8P13NJnv8fJU3oN3AZ/F/TsmHAEnXRgA=="
Partner Sales Director - Global System Integrator (GSI),Canonical,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/partner-sales-director-global-system-integrator-gsi-1749717508478,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation, and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1200+ colleagues in 75+ countries and very few office-based roles. Teams meet two to four times yearly in person, in interesting locations around the world, to align on strategy and execution.The company is founder-led, profitable, and growing.Global System Integrators (GSI) play a crucial role in Canonical growth plans in the coming 3 years. We are hiring aPartner Sales Directorto work closely with Canonical GSI partners throughout their sales cycles and across their sales organizations to facilitate ubuntu based solutions and opportunities, as well as help GSI build long term digital transformation platforms with ubuntu stacks and services.Reporting to the VP Global Alliances and Channels, the Partner Sales Director will be responsible for building trusted relationships with partners, increasing Canonical market share and attach rate, evangelizing about the partnership and leading all business interactions from engineers to CxO level. They will own the strategy, the sell-to, sell-through and sell-with motions with the GSI and will animate many customer workshops, sales events, public presentations and executive engagements.The role entailsBuild strategic relationships with partners at levels, and stickiness with Ubuntu technologyDeep understanding of Linux and cloud software ecosystem, and open source selling modelsNegotiate contracts and commercial business termsDeep understanding of partner organizations and sales models, in particular with Global System IntegratorsWork closely with marketing, sales engineering and product management to deliver on targets, objectives and provide a voice of the partnerLead executive interlocks between partners and Canonical leadership teamAbility to travel - sometimes internationally - up to 40% of the timeWhat we are looking for in youExtensive experience in alliance or indirect sales management rolesExtensive experience with OpenStack, virtualization, containers and other Cloud technologies.Autonomous, disciplined, hands-on, get-it-done mentalityAbility to capture customer requirements, evaluate gaps, identify and create opportunitiesPassionate about Ubuntu products and missionComfortable in fast-paced and high pressure environments with ambitious achievement goalsExcellent communication and presentation skillsWhat we offer colleaguesWe consider geographical location, experience, and performance in shaping compensation worldwide. We revisit compensation annually (and more often for graduates and associates) to ensure we recognise outstanding performance. In addition to base pay, we offer a performance-driven annual bonus or commission. We provide all team members with additional benefits, which reflect our values and ideals. We balance our programs to meet local needs and ensure fairness globally.Distributed work environment with twice-yearly team sprints in personPersonal learning and development budget of USD 2,000 per yearAnnual compensation reviewRecognition rewardsAnnual holiday leaveMaternity and paternity leaveEmployee Assistance ProgrammeOpportunity to travel to new locations to meet colleaguesPriority Pass, and travel upgrades for long haul company eventsAbout CanonicalCanonical is a pioneering tech firm at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open-source projects and the platform for AI, IoT, and the cloud, we are changing the world of software. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence; in order to succeed, we need to be the best at what we do. Most colleagues at Canonical have worked from home since our inception in 2004. Working here is a step into the future and will challenge you to think differently, work smarter, learn new skills, and raise your game.Canonical is an equal opportunity employerWe are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.Job Id: LzJUBA6hc8dIWNI+73S+4RiKJjkdLN12teF+otwHxe+owxYdrIa0HSCvX+foSMnmac6Kcp/SSQ=="
Paper Bag Machine Operator (Urgent),Omaleen,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/paper-bag-machine-operator-urgent-1749114594864,We are looking for experienced Paper bag Machine Operator with atleast 2 years of experience working on V-bottom or square bottom paper bag machines.Roles & Responsibilities:· Set up and operate paper bag machine· Adjust machinery settings as necessary to produce desired outcomes· Collaborate with the production team to meet daily output targets.· Monitor output to ensure quality and quantity standards are metRequirements:Minimum of 2 years of experience as a Machine Operator (square bottom and V-bottom bags)Knowledge of machinery operation and basic maintenance.The location will be in Sohar.Job Type: PermanentExperience:paper bag machine operation: 2 years (Preferred)Job Id: aOjWGsEb3HUh28p7ZCEKZF2JcDtsAdu4g4A9SUOPiZiYyHTLgqzHkYaqbJU8X0BRRB5PHwt+Rbi3Fx0ObZoy59P9Xo1+hjnryJa5yhwH68bc00lQv2YaE+i2FLQR0WHwkGOq6T/txw==
PT MEA Commercial Operations Leader,GE Vernova,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/pt-mea-commercial-operations-leader-1747906577553,"Job Description SummaryResponsible for activities and processes that help the sales organization achieve business objectivesOwns/influences commercial business operating guidelines and has ownership/influence over budgets. Guided by functional policy. There is autonomy within the role to enter into/execute Commercial arrangements. High levels of Commercial judgment are required to achieve outcomes required.Job DescriptionRoles and Responsibilities:Drive commercial operations for the PT MEA region across sales force effectiveness, sales support, and operational alignment with business goals.Lead sales performance analytics and reporting, including pipeline health, sales cycle analysis, forecasting accuracy, and win/loss metrics.Design and implement efficient territory coverage models, resource allocation strategies, and quota planning to support commercial growth.Manage and continuously improve sales incentive compensation programs to drive behavior aligned with business objectives.Ensure effective deployment and compliance with Delegation of Authority (DOA) policies and commercial risk controls.Build and scale commercial capabilities through training, process standardization, and digital enablement.Partner with global and regional sales, marketing, finance, and HR teams to align on strategic initiatives and best practices.Oversee commercial systems, tools, and reporting platforms to ensure consistent data quality and usability.Influence internal stakeholders to drive adoption of commercial best practices and change initiatives.Manage a regional team of commercial professionals, providing coaching, mentoring, and leadership development.Foster a culture of accountability, innovation, and continuous improvementRequired Qualifications:Bachelor’s degree in Business Administration, Engineering, Economics, or a related fieldMinimum of 10 years of experience in commercial operations, sales enablement, sales strategy, or related rolesExperience working in global or regional commercial operations roles within a multinational corporation, ideally in the Power, Energy, or Industrial Automation sectorsProven track record in managing sales force effectiveness, back-office operations, and commercial process improvementsDemonstrated ability to lead and develop diverse, cross-functional teams across geographies.Strong experience in driving operational excellence and resource optimization.Strong analytical mindset with experience in data-driven decision making and performance metrics.Ability to interpret complex commercial and market data to inform strategy and process optimizationExcellent interpersonal, presentation, and communication skills with the ability to influence at all organizational levels.Experience working in cross-functional teams and engaging with both internal and external stakeholders.Fluent in English & French, both written and spokenDesired Qualifications:Master’s degree in Business Administration (MBA), Finance, or a related disciplineDeep understanding of regional dynamics and customer landscapesExperience in designing and implementing sales incentive compensation programsFamiliarity with Lean or Six Sigma methodologies for process improvement.Prior involvement in digital transformation initiatives within commercial teams.Demonstrated success in leading change management or commercial capability-building initiatives.Cultural agility and prior experience working across different time zones and cultural environments.Additional InformationRelocation Assistance Provided:No#LI-Remote - This is a remote positionJob Id: pdcOt6/jFnOeqZ1U2by3SFNmhQEw9BxHB8T/yMOS3PEW+iid5GSwmucwawLr8+0DM0flR2wbtCZQWpkPOQPek5xWHw+XPDVUVojU62YyIVIKxVcA+93mLUZzREmCO/Ag4+TmwuS9va1n6neBvr9Uv1ZtwjdJvkvupNsqhoqc+XQvNE5zZi6V0o0HzosVvYRjU+qPpRFEnVQjgRmVVe8="
PS Consultant,NCR Atleos,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/ps-consultant-075619,"About NCR AtleosNCR Atleos, headquartered in Atlanta, is a leader in expanding financial access. Our dedicated 20,000 employees optimize the branch, improve operational efficiency and maximize self-service availability for financial institutions and retailers across the globe.Develop new customers and support front-end sales in expanding the Networking portfolio by providing pre-sales technical supportRespond to RFPs technically, prepare technical proposals, create BOMs, and ensure technical compliance with requirements.Create all design documentations such as HLD, LLD , develop migration strategies and handover proceduresDeploy, configure and optimize service provider network solutionsEnsure seamless integration of network services for telecom and SP customersPerform software upgrades, patching and configuration changes as requiredDiagnose, resolve network issues to minimize downtime and service disruptionsProvide technical expertise and guidance to customers, ensuring optimal network performanceConduct root cause analysis and implement preventive measuresMaintain strong relationships with customersAct as trusted Advisor, understanding customer requirements and providing tailored network solutionsCollaborate with sales team to identify upselling and cross-selling opportunitiesProvide technical expertise during customer meetings and proposal discussionsLead designing and presenting solutions that enhance customer network and business operationsPrepare reports on network performance issues, and recommended improvementsStay updated with the latest service provider technologies and industry best practicesOffers of employment are conditional upon passage of screening criteria applicable to the job.EEO StatementNCR Atleos is an equal-opportunity employer. It is NCR Atleos policy to hire, train, promote, and pay associates based on their job-related qualifications, ability, and performance, without regard to race, color, creed, religion, national origin, citizenship status, sex, sexual orientation, gender identity/expression, pregnancy, marital status, age, mental or physical disability, genetic information, medical condition, military or veteran status, or any other factor protected by law.Statement to Third Party AgenciesTo ALL recruitment agencies: NCR Atleos only accepts resumes from agencies on the NCR Atleos preferred supplier list. Please do not forward resumes to our applicant tracking system, NCR Atleos employees, or any NCR Atleos facility. NCR Atleos is not responsible for any fees or charges associated with unsolicited resumes.Job Id: dT0s+cNdSjbaB/fVBZz6kunFoj7rufQIiRPhvquwY8kLDZJ94XzUcNNzYQNiK62dSprMPJjQ5WI68fF6KuAglRiur48zUCx8IE0+plWQaQnE3UNb41KvHvgAHoTm+ITT9DBFCMwlo7O4pCnOXTL9vP4xsDH6OgA+UCgCCKiY4y8="
PS Consultant,NCR Atleos,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/ps-consultant-033959,"About NCR AtleosNCR Atleos, headquartered in Atlanta, is a leader in expanding financial access. Our dedicated 20,000 employees optimize the branch, improve operational efficiency and maximize self-service availability for financial institutions and retailers across the globe.Develop new customers and support front-end sales in expanding the Networking portfolio by providing pre-sales technical supportRespond to RFPs technically, prepare technical proposals, create BOMs, and ensure technical compliance with requirements.Create all design documentations such as HLD, LLD , develop migration strategies and handover proceduresDeploy, configure and optimize service provider network solutionsEnsure seamless integration of network services for telecom and SP customersPerform software upgrades, patching and configuration changes as requiredDiagnose, resolve network issues to minimize downtime and service disruptionsProvide technical expertise and guidance to customers, ensuring optimal network performanceConduct root cause analysis and implement preventive measuresMaintain strong relationships with customersAct as trusted Advisor, understanding customer requirements and providing tailored network solutionsCollaborate with sales team to identify upselling and cross-selling opportunitiesProvide technical expertise during customer meetings and proposal discussionsLead designing and presenting solutions that enhance customer network and business operationsPrepare reports on network performance issues, and recommended improvementsStay updated with the latest service provider technologies and industry best practicesOffers of employment are conditional upon passage of screening criteria applicable to the job.EEO StatementNCR Atleos is an equal-opportunity employer. It is NCR Atleos policy to hire, train, promote, and pay associates based on their job-related qualifications, ability, and performance, without regard to race, color, creed, religion, national origin, citizenship status, sex, sexual orientation, gender identity/expression, pregnancy, marital status, age, mental or physical disability, genetic information, medical condition, military or veteran status, or any other factor protected by law.Statement to Third Party AgenciesTo ALL recruitment agencies: NCR Atleos only accepts resumes from agencies on the NCR Atleos preferred supplier list. Please do not forward resumes to our applicant tracking system, NCR Atleos employees, or any NCR Atleos facility. NCR Atleos is not responsible for any fees or charges associated with unsolicited resumes.Job Id: 9R5JkcRebBdEng8jZHiYB1MuH/Enz26rOdaJup1CYjhWhzgd0CSf/Hd7gn1/gTFKH58iV/qnoGNl6Inufs2CCvB/c5BcM06ogbNsk85z03SoWqrrqIvOIay8x/5PxkTesQD6WjUHTwrjScwviib5A4iJ4EwXzbx7E4T2Ekaa4MiiKDLu1aOSVv0v"
PROJECT MANAGER-OMANI NATIONAL ONLY,Tech IT Support,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/project-manager-omani-national-only-1747906577554,"Main Role (Overall Accountability)Project manager to implement IT projects in bank muscatManagement of Business Demands, fulfillment of stakeholder’s expectations that includes, Managing planning & execution of projects from the initiation phase to the closure phase.Ensure proper management of project life cycle of with efficient governance compliance thereof, and consider creativity and coming up with ideas to improve efficiency & effectiveness.Principal AccountabilitiesDocument Project Charter. Organize Project Initiation Meeting.Contract review, negotiations & finalisation with vendorsPreparation of Project PlansEnsure successful delivery of solution as per the business requirements / design meeting acceptance criteriaTest management of various of phases of testing including SIT, UAT, Performance Testing & Security TestingEnsue that proper documentation is done for all deliverables of the project.Project Change Management and control process to be adhered to.Project implementation as per PMI StandardsImplement best project management practices including agile methodologyIdentifying, tracking managing project tasks and resolving project issues.Identifying, managing and mitigating project risks and continuously monitoring the same.Form project teams with due coordination with senior management teams. And conduct meeting with project teams to review on project progress regularly.Conduct project steering committees. Communicate & Interact with Sr. Management members of the bank as required to meet the stated objectives of projectResolve conflicts amicably within projects/ programs with due coordination.Ensuring Delivery of IT Projects with agreed time, resource and budgetDefining and collecting metrics to give a sense for how the projects are progressing and whether the deliverables produced are acceptableManaging the overall work plan to ensure work is assigned and completed on time and within budgetSetting reasonable, challenging and clear expectations to project team. This includes providing good performance feedback to team membersGive due importance to Team building skills so that the people work together well, and feel motivated to work hard for the sake of the project and their other team members.Job DescriptionEnsure project status reporting is carried out on regular basis.Participate in development of Project Management Skill for staff interested in Project ManagementDocument Project Progress report and update Project Dashboard.Conduct Project Closure Meetings.Use project management tools for effective management of projects/programsTraceability matrixMigration Strategy / Planning, execution and closureJob Type: Full-timePay: RO350.000 - RO500.000 per monthJob Id: Q1v7rNiOJij7sZ2zfzX/rjXeYQBiSCUgLbrz0y50AIgy8jMYSEa+zwpdHgy/TJQ6pN73y6X6yu2IGQqD6g+UsmgYAmc+9C8dPuPlV9fALQ89IlPoLhKUAcKdNXZGKMHSyUSBzflYO7Dk"
PROJECT MANAGER FITOUT/JOINERY,RAAZ DESIGN,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/project-manager-fitoutjoinery-1746191057914,"Coordinate internal resources and third parties/vendors for the flawless execution of projectsEnsure that all projects are delivered on-time, within scope and within budgetAssist in the definition of project scope and objectives, involving all relevant stakeholders and ensuring technical feasibilityEnsure resource availability and allocationDevelop a detailed project plan to monitor and track progressManage changes to the project scope, project schedule and project costs using appropriate verification techniquesMeasure project performance using appropriate tools and techniquesReport and escalate to management as neededManage the relationship with the client and all stakeholdersPerform risk management to minimize project risksEstablish and maintain relationships with third parties/vendorsCreate and maintain comprehensive project documentationMeet with clients to take detailed ordering briefs and clarify specific requirements of each projectDelegate project tasks based on junior staff members' individual strengths, skill sets and experience levelsTrack project performance, specifically to analyze the successful completion of short and long-term goalsMeet budgetary objectives and make adjustments to project constraints based on financial analysisDevelop comprehensive project plans to be shared with clients as well as other staff membersUse and continually develop leadership skillsAttend conferences and training as required to maintain proficiencyPerform other related duties as assignedDevelop spreadsheets, diagrams and process maps to document needsRequirements:Proven working experience in project managementExcellent client-facing and internal communication skillsExcellent written and verbal communication skillsSolid organizational skills including attention to detail and multitasking skillsStrong working knowledge of Microsoft OfficeProject Management Professional (PMP) / PRINCE II certification is a plusBachelor's Degree in appropriate field of study or equivalent work experienceProject Manager top skills & proficiencies:Developing and Tracking BudgetsCoachingSupervisionStaffingProject ManagementManagementProcess ImprovementPlanningPerformance ManagementInventory ControlVerbal Communication5 YEARS AND ABOVE EXPERIENCE IN FITOUT/ CONSTRUCTION FIELD IS A MANDATORYJob Types: Full-time, PermanentPay: RO250.000 - RO500.000 per monthJob Id: x/3bYFNC7lC78BylBEQkDbEC5L+DdZVoTtIHHdfbejU0RpwtI4x0tDi0mQJ1SkDixxo4OXoLwrMDo3lm+2/7S0QSGv4d8D7bsDyY11N+jImFe7CK5jrgqm43t67jMJ3BVUlf"
PROJECT MANAGER CIVIL AND MEP -BUILDINGS,Al Bahja Real Estate Development,"Muscat, Oman",5 days ago,https://app.qureos.comhttps://app.qureos.com/jobs/project-manager-civil-and-mep-buildings-1749114530088,"The Project Manager is a pivotal role responsible for the end-to-end management of projects, ensuring timely and successful delivery while maintaining high quality standards. The role requires strong project governance skills, an ability to set standards, drive collaboration across multiple teams, and the foresight to identify and mitigate potential risks to ensure program success.RequirementsOversee assigned projects, ensuring delivery on time, quality and budget.Maintain timely reports on tasks and deliverables and keep an updated risk/issueslog.Manage client expectations, stakeholder communication and team coordinationConduct gap analysis to identify project requirements and provide solutionsContinuous improvement and capacity buildingHaving 12+ years of experience.Obtain necessary permits and licenses from appropriate authoritiesDetailed bill of materials for the projectEnsure quality assurance inspection report as requiredEnsuring Project related documents are well maintainedPeriodical inventory and payment follow ups with various client as regards project progressionHire contractors and other staff and allocate responsibilities if requiredJob Type: Full-timeJob Id: KfIFpHmT21Wt6rzzi61hTUARuS7M1AaK943LCM34kblBPUCcDpz7x3x7At4nV5TB7TUwagduBwwhXU5Nl1Y3+VFuM/hcxPR/H4dtz0gPFK+rar7tn5/iYKvssWvSxe+mlkxheXug6bx/s6K04g=="
